Orthogroup	hi_protein	pa_protein	sa_mrsa_protein
OG0001518		AAG03472.1, AAG05748.1	
OG0001519		AAG03475.1, AAG05755.1	
OG0001520		AAG03492.1, AAG05441.1	
OG0001521		AAG03517.1, AAG04424.1	
OG0001522		AAG03534.1, AAG03535.1	
OG0001523		AAG03537.1, AAG07578.1	
OG0001524		AAG03550.1, AAG05136.1	
OG0001525		AAG03556.1, AAG03741.1	
OG0001526		AAG03578.1, AAG05124.1	
OG0001527		AAG03609.1, AAG07459.1	
OG0001528		AAG03617.1, AAG06977.1	
OG0001529		AAG03621.1, AAG07874.1	
OG0001530		AAG03631.1, AAG04254.1	
OG0001531		AAG03643.1, AAG08622.1	
OG0001532		AAG03648.1, AAG04898.1	
OG0001533		AAG03655.1	WIO65813.1
OG0001534		AAG03658.1	WIO65672.1
OG0001535		AAG03672.1, AAG04882.1	
OG0001536		AAG03676.1, AAG04807.1	
OG0001537		AAG03717.1, AAG06923.1	
OG0001538		AAG03722.1, AAG07404.1	
OG0001539		AAG03737.1, AAG03738.1	
OG0001540		AAG03755.1	WIO65018.1
OG0001541		AAG03760.1	WIO67138.1
OG0001542		AAG03784.1, AAG03785.1	
OG0001543		AAG03790.1	WIO67063.1
OG0001544		AAG03791.1	WIO67062.1
OG0001545		AAG03812.1	WIO65892.1
OG0001546		AAG03813.1	WIO67386.1
OG0001547		AAG03832.1, AAG03865.1	
OG0001548		AAG03839.1, AAG07680.1	
OG0001549		AAG03875.1, AAG08880.1	
OG0001550		AAG03886.1, AAG03887.1	
OG0001551		AAG03898.1, AAG03905.1	
OG0001552		AAG03909.1	WIO67267.1
OG0001553		AAG03913.1	WIO66157.1
OG0001554		AAG03926.1, AAG07757.1	
OG0001555		AAG03939.1, AAG04890.1	
OG0001556		AAG03952.1	WIO65548.1
OG0001557		AAG03982.1, AAG05600.1	
OG0001558		AAG04032.1, AAG04035.1	
OG0001559		AAG04033.1, AAG04036.1	
OG0001560		AAG04034.1, AAG04037.1	
OG0001561		AAG04047.1, AAG08217.1	
OG0001562		AAG04048.1, AAG04425.1	
OG0001563		AAG04049.1, AAG04413.1	
OG0001564		AAG04051.1	WIO67304.1
OG0001565		AAG04066.1, AAG06486.1	
OG0001566		AAG04069.1, AAG06487.1	
OG0001567		AAG04071.1, AAG06485.1	
OG0001568		AAG04077.1, AAG04078.1	
OG0001569		AAG04119.1, AAG06867.1	
OG0001570		AAG04127.1, AAG04431.1	
OG0001571		AAG04130.1, AAG05564.1	
OG0001572		AAG04131.1, AAG04885.1	
OG0001573		AAG04140.1	WIO64760.1
OG0001574		AAG04141.1, AAG05595.1	
OG0001575		AAG04184.1	WIO64790.1
OG0001576		AAG04185.1, AAG08257.1	
OG0001577		AAG04195.1	WIO65348.1
OG0001578		AAG04233.1, AAG06707.1	
OG0001579		AAG04247.1	WIO65893.1
OG0001580		AAG04255.1, AAG06388.1	
OG0001581		AAG04274.1, AAG08553.1	
OG0001582		AAG04280.1, AAG06227.1	
OG0001583		AAG04285.1, AAG04286.1	
OG0001584		AAG04291.1, AAG08798.1	
OG0001585		AAG04302.1	WIO66873.1
OG0001586		AAG04312.1	WIO64990.1
OG0001587		AAG04318.1, AAG06074.1	
OG0001588		AAG04321.1, AAG04450.1	
OG0001589		AAG04325.1, AAG07900.1	
OG0001590		AAG04327.1, AAG06548.1	
OG0001591		AAG04343.1	WIO67262.1
OG0001592		AAG04346.1, AAG07480.1	
OG0001593		AAG04376.1, AAG06530.1	
OG0001594		AAG04401.1	WIO65939.1
OG0001595		AAG04406.1, AAG08363.1	
OG0001596		AAG04412.1, AAG06815.1	
OG0001597		AAG04441.1	WIO65630.1
OG0001598		AAG04444.1	WIO66817.1
OG0001599		AAG04447.1	WIO66814.1
OG0001600		AAG04448.1	WIO66813.1
OG0001601		AAG04454.1	WIO66130.1
OG0001602		AAG04455.1, AAG08906.1	
OG0001603		AAG04465.1, AAG06141.1	
OG0001604		AAG04476.1, AAG04481.1	
OG0001605		AAG04493.1, AAG05086.1	
OG0001606		AAG04505.1	WIO67250.1
OG0001607		AAG04518.1	WIO67377.1
OG0001608		AAG04524.1	WIO66488.1
OG0001609		AAG04528.1	WIO67349.1
OG0001610		AAG04533.1, AAG04958.1	
OG0001611		AAG04542.1, AAG05811.1	
OG0001612		AAG04556.1, AAG05173.1	
OG0001613		AAG04557.1, AAG07526.1	
OG0001614		AAG04579.1, AAG05566.1	
OG0001615		AAG04598.1, AAG07416.1	
OG0001616		AAG04642.1, AAG05605.1	
OG0001617		AAG04644.1, AAG04657.1	
OG0001618		AAG04662.1, AAG04666.1	
OG0001619		AAG04664.1, AAG07909.1	
OG0001620		AAG04681.1, AAG08341.1	
OG0001621		AAG04682.1, AAG05077.1	
OG0001622		AAG04685.1	WIO64955.1
OG0001623		AAG04700.1, AAG06191.1	
OG0001624		AAG04706.1	WIO66926.1
OG0001625		AAG04707.1	WIO66925.1
OG0001626		AAG04708.1	WIO66924.1
OG0001627		AAG04726.1	WIO64521.1
OG0001628		AAG04738.1, AAG04743.1	
OG0001629		AAG04742.1	WIO65803.1
OG0001630		AAG04749.1, AAG05964.1	
OG0001631		AAG04766.1	WIO66599.1
OG0001632		AAG04782.1, AAG07830.1	
OG0001633		AAG04818.1, AAG08210.1	
OG0001634		AAG04821.1, AAG06864.1	
OG0001635		AAG04831.1, AAG08618.1	
OG0001636		AAG04835.1, AAG05082.1	
OG0001637		AAG04836.1, AAG05081.1	
OG0001638		AAG04837.1, AAG05080.1	
OG0001639		AAG04841.1, AAG05092.1	
OG0001640		AAG04849.1, AAG08339.1	
OG0001641		AAG04856.1	WIO65155.1
OG0001642		AAG04859.1, AAG06306.1	
OG0001643		AAG04886.1	WIO65493.1
OG0001644		AAG04914.1, AAG05962.1	
OG0001645		AAG04916.1	WIO67096.1
OG0001646		AAG04920.1, AAG06649.1	
OG0001647		AAG04941.1, AAG04944.1	
OG0001648		AAG04942.1, AAG04945.1	
OG0001649		AAG04948.1, AAG07749.1	
OG0001650		AAG04961.1, AAG07536.1	
OG0001651		AAG05014.1, AAG06039.1	
OG0001652		AAG05022.1	WIO65291.1
OG0001653		AAG05023.1	WIO65290.1
OG0001654		AAG05024.1	WIO65289.1
OG0001655		AAG05025.1	WIO65293.1
OG0001656		AAG05033.1	WIO65871.1
OG0001657		AAG05042.1	WIO65842.1
OG0001658		AAG05076.1, AAG08160.1	
OG0001659		AAG05151.1, AAG05341.1	
OG0001660		AAG05152.1, AAG05339.1	
OG0001661		AAG05158.1	WIO64666.1
OG0001662		AAG05162.1, AAG05262.1	
OG0001663		AAG05170.1	WIO65598.1
OG0001664		AAG05197.1, AAG05448.1	
OG0001665		AAG05198.1, AAG05447.1	
OG0001666		AAG05216.1, AAG08909.1	
OG0001667		AAG05222.1	WIO67379.1
OG0001668		AAG05224.1, AAG06024.1	
OG0001669		AAG05226.1, AAG07516.1	
OG0001670		AAG05227.1, AAG07517.1	
OG0001671		AAG05232.1	WIO66305.1
OG0001672		AAG05249.1, AAG07396.1	
OG0001673		AAG05258.1, AAG06722.1	
OG0001674		AAG05272.1, AAG06025.1	
OG0001675		AAG05291.1, AAG07600.1	
OG0001676		AAG05292.1, AAG07601.1	
OG0001677		AAG05304.1, AAG07153.1	
OG0001678		AAG05311.1, AAG06332.1	
OG0001679		AAG05327.1	WIO66361.1
OG0001680		AAG05347.1	WIO66624.1
OG0001681		AAG05351.1, AAG05418.1	
OG0001682		AAG05354.1, AAG07512.1	
OG0001683		AAG05370.1, AAG05678.1	
OG0001684		AAG05400.1, AAG06279.1	
OG0001685		AAG05402.1, AAG06276.1	
OG0001686		AAG05412.1, AAG06778.1	
OG0001687		AAG05427.1	WIO65927.1
OG0001688		AAG05451.1, AAG06678.1	
OG0001689		AAG05453.1, AAG07155.1	
OG0001690		AAG05457.1, AAG08390.1	
OG0001691		AAG05496.1	WIO65730.1
OG0001692		AAG05530.1	WIO65534.1
OG0001693		AAG05554.1, AAG06135.1	
OG0001694		AAG05571.1, AAG06625.1	
OG0001695		AAG05585.1	WIO65397.1
OG0001696		AAG05603.1, AAG07428.1	
OG0001697		AAG05606.1, AAG07216.1	
OG0001698		AAG05626.1, AAG06537.1	
OG0001699		AAG05637.1	WIO66962.1
OG0001700		AAG05644.1, AAG07478.1	
OG0001701		AAG05666.1	WIO67360.1
OG0001702		AAG05667.1	WIO64869.1
OG0001703		AAG05671.1, AAG05674.1	
OG0001704		AAG05672.1, AAG05673.1	
OG0001705		AAG05679.1, AAG06574.1	
OG0001706		AAG05680.1, AAG08440.1	
OG0001707		AAG05716.1	WIO66079.1
OG0001708		AAG05718.1	WIO66080.1
OG0001709		AAG05730.1	WIO65368.1
OG0001710		AAG05732.1	WIO65112.1
OG0001711		AAG05745.1	WIO66291.1
OG0001712		AAG05781.1, AAG08781.1	
OG0001713		AAG05822.1, AAG05947.1	
OG0001714		AAG05836.1, AAG06087.1	
OG0001715		AAG05842.1, AAG08186.1	
OG0001716		AAG05846.1, AAG06072.1	
OG0001717		AAG05863.1, AAG06719.1	
OG0001718		AAG05871.1	WIO64719.1
OG0001719		AAG05901.1, AAG05905.1	
OG0001720		AAG05942.1, AAG07777.1	
OG0001721		AAG05952.1, AAG06903.1	
OG0001722		AAG05963.1	WIO65105.1
OG0001723		AAG05969.1, AAG06181.1	
OG0001724		AAG05985.1	WIO65492.1
OG0001725		AAG06008.1, AAG06095.1	
OG0001726		AAG06011.1	WIO64789.1
OG0001727		AAG06046.1, AAG06047.1	
OG0001728		AAG06052.1	WIO66132.1
OG0001729		AAG06055.1, AAG07703.1	
OG0001730		AAG06071.1	WIO64480.1
OG0001731		AAG06080.1, AAG07556.1	
OG0001732		AAG06103.1, AAG07009.1	
OG0001733		AAG06144.1, AAG06677.1	
OG0001734		AAG06145.1, AAG06268.1	
OG0001735		AAG06149.1, AAG08789.1	
OG0001736		AAG06173.1, AAG08788.1	
OG0001737		AAG06200.1	WIO65364.1
OG0001738		AAG06210.1	WIO64813.1
OG0001739		AAG06214.1	WIO67163.1
OG0001740		AAG06238.1	WIO66742.1
OG0001741		AAG06250.1, AAG08198.1	
OG0001742		AAG06252.1, AAG06669.1	
OG0001743		AAG06266.1, AAG08494.1	
OG0001744		AAG06272.1, AAG08517.1	
OG0001745		AAG06289.1, AAG07079.1	
OG0001746		AAG06339.1, AAG08785.1	
OG0001747		AAG06357.1	WIO67091.1
OG0001748		AAG06360.1, AAG07866.1	
OG0001749		AAG06366.1	WIO64975.1
OG0001750		AAG06443.1, AAG06444.1	
OG0001751		AAG06455.1	WIO66285.1
OG0001752		AAG06459.1, AAG07711.1	
OG0001753		AAG06501.1	WIO67231.1
OG0001754		AAG06503.1, AAG06728.1	
OG0001755		AAG06534.1	WIO66069.1
OG0001756		AAG06535.1	WIO66067.1
OG0001757		AAG06536.1	WIO66062.1
OG0001758		AAG06541.1	WIO66066.1
OG0001759		AAG06543.1, AAG06940.1	
OG0001760		AAG06547.1	WIO66070.1
OG0001761		AAG06561.1, AAG07476.1	
OG0001762		AAG06563.1	WIO65539.1
OG0001763		AAG06576.1	WIO66107.1
OG0001764		AAG06585.1	WIO64598.1
OG0001765		AAG06586.1	WIO64599.1
OG0001766		AAG06652.1	WIO65527.1
OG0001767		AAG06663.1	WIO65544.1
OG0001768		AAG06667.1, AAG06668.1	
OG0001769		AAG06670.1, AAG07492.1	
OG0001770		AAG06675.1, AAG08000.1	
OG0001771		AAG06679.1, AAG06680.1	
OG0001772		AAG06684.1	WIO65840.1
OG0001773		AAG06701.1, AAG06771.1	
OG0001774		AAG06703.1, AAG06704.1	
OG0001775		AAG06770.1	WIO66049.1
OG0001776		AAG06772.1	WIO66050.1
OG0001777		AAG06805.1	WIO66960.1
OG0001778		AAG06842.1	WIO66123.1
OG0001779		AAG06849.1	WIO67226.1
OG0001780		AAG06858.1	WIO66404.1
OG0001781		AAG06875.1, AAG08474.1	
OG0001782		AAG06906.1, AAG06907.1	
OG0001783		AAG06934.1, AAG06937.1	
OG0001784		AAG06936.1	WIO66800.1
OG0001785		AAG06945.1, AAG06946.1	
OG0001786		AAG06950.1, AAG07147.1	
OG0001787		AAG06955.1	WIO65396.1
OG0001788		AAG06969.1	WIO67157.1
OG0001789		AAG06990.1	WIO65659.1
OG0001790		AAG07003.1, AAG07502.1	
OG0001791		AAG07019.1, AAG08815.1	
OG0001792		AAG07020.1	WIO65116.1
OG0001793		AAG07057.1, AAG07427.1	
OG0001794		AAG07058.1, AAG07426.1	
OG0001795		AAG07081.1	WIO66278.1
OG0001796		AAG07123.1	WIO67192.1
OG0001797		AAG07184.1	WIO65106.1
OG0001798		AAG07191.1	WIO67140.1
OG0001799		AAG07246.1	WIO65707.1
OG0001800		AAG07259.1	WIO65592.1
OG0001801		AAG07260.1	WIO65593.1
OG0001802		AAG07261.1	WIO65594.1
OG0001803		AAG07262.1	WIO65595.1
OG0001804		AAG07273.1	WIO66795.1
OG0001805		AAG07274.1, AAG08406.1	
OG0001806		AAG07276.1	WIO65644.1
OG0001807		AAG07277.1	WIO65645.1
OG0001808		AAG07278.1	WIO65646.1
OG0001809		AAG07289.1, AAG08866.1	
OG0001810		AAG07350.1	WIO65615.1
OG0001811		AAG07364.1	WIO64762.1
OG0001812		AAG07368.1	WIO64672.1
OG0001813		AAG07393.1	WIO64694.1
OG0001814		AAG07435.1, AAG08350.1	
OG0001815		AAG07453.1, AAG08808.1	
OG0001816		AAG07456.1, AAG08547.1	
OG0001817		AAG07475.1, AAG08908.1	
OG0001818		AAG07506.1	WIO65156.1
OG0001819		AAG07510.1	WIO65335.1
OG0001820		AAG07515.1	WIO66032.1
OG0001821		AAG07565.1	WIO64691.1
OG0001822		AAG07567.1	WIO65417.1
OG0001823		AAG07589.1	WIO66786.1
OG0001824		AAG07591.1	WIO65019.1
OG0001825		AAG07670.1	WIO67210.1
OG0001826		AAG07674.1	WIO66525.1
OG0001827		AAG07713.1, AAG08083.1	
OG0001828		AAG07728.1, AAG07733.1	
OG0001829		AAG07746.1	WIO65744.1
OG0001830		AAG07753.1	WIO66740.1
OG0001831		AAG07764.1, AAG08304.1	
OG0001832		AAG07778.1, AAG07779.1	
OG0001833		AAG07790.1	WIO66086.1
OG0001834		AAG07870.1	WIO64996.1
OG0001835		AAG07871.1	WIO64995.1
OG0001836		AAG07875.1, AAG07880.1	
OG0001837		AAG07966.1, AAG07995.1	
OG0001838		AAG07971.1, AAG08856.1	
OG0001839		AAG07984.1, AAG07988.1	
OG0001840		AAG08011.1, AAG08266.1	
OG0001841		AAG08047.1	WIO66631.1
OG0001842		AAG08053.1	WIO64767.1
OG0001843		AAG08078.1, AAG08267.1	
OG0001844		AAG08116.1	WIO65807.1
OG0001845		AAG08117.1	WIO65806.1
OG0001846		AAG08142.1	WIO67065.1
OG0001847		AAG08144.1	WIO67064.1
OG0001848		AAG08177.1, AAG08179.1	
OG0001849		AAG08178.1	WIO66986.1
OG0001850		AAG08204.1	WIO66643.1
OG0001851		AAG08218.1	WIO65379.1
OG0001852		AAG08220.1	WIO65667.1
OG0001853		AAG08221.1	WIO65668.1
OG0001854		AAG08262.1	WIO66255.1
OG0001855		AAG08305.1	WIO65008.1
OG0001856		AAG08308.1	WIO66621.1
OG0001857		AAG08334.1	WIO65924.1
OG0001858		AAG08335.1	WIO64949.1
OG0001859		AAG08383.1, AAG08391.1	
OG0001860		AAG08415.1, AAG08604.1	
OG0001861		AAG08419.1	WIO64926.1
OG0001862		AAG08421.1	WIO66409.1
OG0001863		AAG08441.1, AAG08443.1	
OG0001864		AAG08445.1, AAG08446.1	
OG0001865		AAG08448.1	WIO64512.1
OG0001866		AAG08477.1	WIO65536.1
OG0001867		AAG08479.1, AAG08761.1	
OG0001868		AAG08480.1, AAG08762.1	
OG0001869		AAG08481.1, AAG08488.1	
OG0001870		AAG08483.1	WIO65925.1
OG0001871		AAG08485.1	WIO65537.1
OG0001872		AAG08506.1	WIO66309.1
OG0001873		AAG08507.1, AAG08508.1	
OG0001874		AAG08516.1	WIO66716.1
OG0001875		AAG08556.1	WIO65848.1
OG0001876		AAG08600.1	WIO64640.1
OG0001877		AAG08628.1	WIO64763.1
OG0001878		AAG08633.1	WIO66295.1
OG0001879		AAG08645.1	WIO64765.1
OG0001880		AAG08646.1	WIO66154.1
OG0001881		AAG08647.1	WIO66153.1
OG0001882		AAG08683.1	WIO66333.1
OG0001883		AAG08684.1, AAG08830.1	
OG0001884		AAG08718.1	WIO65508.1
OG0001885		AAG08735.1, AAG08736.1	
OG0001886		AAG08750.1	WIO67245.1
OG0001887		AAG08770.1	WIO67378.1
OG0001888		AAG08812.1	WIO66550.1
OG0001889		AAG08831.1, AAG08845.1	
OG0001890		AAG08840.1, AAG08841.1	
OG0001891		AAG08842.1, AAG08844.1	
OG0001892		AAG08853.1	WIO65827.1
OG0001893		AAG08899.1	WIO65780.1
OG0001894		AAG08947.1	WIO66308.1
OG0001895			WIO64485.1, WIO65585.1
OG0001896			WIO64530.1, WIO64593.1
OG0001897			WIO64535.1, WIO65251.1
OG0001898			WIO64536.1, WIO66268.1
OG0001899			WIO64537.1, WIO67309.1
OG0001900			WIO64538.1, WIO66267.1
OG0001901			WIO64550.1, WIO65054.1
OG0001902			WIO64553.1, WIO65059.1
OG0001903			WIO64554.1, WIO65061.1
OG0001904			WIO64557.1, WIO66247.1
OG0001905			WIO64561.1, WIO67367.1
OG0001906			WIO64563.1, WIO66243.1
OG0001907			WIO64567.1, WIO66239.1
OG0001908			WIO64571.1, WIO66235.1
OG0001909			WIO64581.1, WIO66733.1
OG0001910			WIO64584.1, WIO65083.1
OG0001911			WIO64587.1, WIO66221.1
OG0001912			WIO64590.1, WIO65091.1
OG0001913			WIO64591.1, WIO65092.1
OG0001914			WIO64618.1, WIO67288.1
OG0001915			WIO64658.1, WIO64954.1
OG0001916			WIO64721.1, WIO66776.1
OG0001917			WIO64751.1, WIO65984.1
OG0001918			WIO64752.1, WIO65985.1
OG0001919			WIO64755.1, WIO65965.1
OG0001920			WIO64791.1, WIO65636.1
OG0001921			WIO64827.1, WIO66994.1
OG0001922			WIO64844.1, WIO65655.1
OG0001923			WIO64852.1, WIO66443.1
OG0001924			WIO64898.1, WIO66364.1
OG0001925			WIO64915.1, WIO65907.1
OG0001926			WIO64918.1, WIO64919.1
OG0001927			WIO64952.1, WIO65764.1
OG0001928			WIO64953.1, WIO65373.1
OG0001929			WIO65004.1, WIO66912.1
OG0001930			WIO65029.1, WIO66299.1
OG0001931			WIO65036.1, WIO67025.1
OG0001932			WIO65037.1, WIO66898.1
OG0001933			WIO65038.1, WIO67024.1
OG0001934			WIO65041.1, WIO66272.1
OG0001935			WIO65047.1, WIO65248.1
OG0001936			WIO65071.1, WIO66240.1
OG0001937			WIO65073.1, WIO66234.1
OG0001938			WIO65074.1, WIO66233.1
OG0001939			WIO65075.1, WIO66232.1
OG0001940			WIO65077.1, WIO66230.1
OG0001941			WIO65078.1, WIO66228.1
OG0001942			WIO65079.1, WIO66227.1
OG0001943			WIO65099.1, WIO66772.1
OG0001944			WIO65100.1, WIO67336.1
OG0001945			WIO65127.1, WIO67334.1
OG0001946			WIO65206.1, WIO65241.1
OG0001947			WIO65213.1, WIO67317.1
OG0001948			WIO65309.1, WIO65763.1
OG0001949			WIO65325.1, WIO66071.1
OG0001950			WIO65342.1, WIO66405.1
OG0001951			WIO65383.1, WIO66214.1
OG0001952			WIO65384.1, WIO66023.1
OG0001953			WIO65399.1, WIO66160.1
OG0001954			WIO65414.1, WIO65714.1
OG0001955			WIO65416.1, WIO65810.1
OG0001956			WIO65462.1, WIO66165.1
OG0001957			WIO65473.1, WIO67331.1
OG0001958			WIO65564.1, WIO66202.1
OG0001959			WIO65577.1, WIO65945.1
OG0001960			WIO65601.1, WIO66131.1
OG0001961			WIO65603.1, WIO65656.1
OG0001962			WIO65626.1, WIO65627.1
OG0001963			WIO65640.1, WIO66280.1
OG0001964			WIO65698.1, WIO66870.1
OG0001965			WIO65706.1, WIO66596.1
OG0001966			WIO65708.1, WIO66289.1
OG0001967			WIO65709.1, WIO66916.1
OG0001968			WIO65711.1, WIO67057.1
OG0001969			WIO65723.1, WIO66205.1
OG0001970			WIO65740.1, WIO67297.1
OG0001971			WIO65766.1, WIO67205.1
OG0001972			WIO65773.1, WIO66628.1
OG0001973			WIO65787.1, WIO66356.1
OG0001974			WIO65788.1, WIO66344.1
OG0001975			WIO65792.1, WIO66355.1
OG0001976			WIO65838.1, WIO66601.1
OG0001977			WIO65855.1, WIO67373.1
OG0001978			WIO65856.1, WIO66177.1
OG0001979			WIO65870.1, WIO66002.1
OG0001980			WIO65874.1, WIO66058.1
OG0001981			WIO65876.1, WIO66056.1
OG0001982			WIO65910.1, WIO65911.1
OG0001983			WIO65976.1, WIO65989.1
OG0001984			WIO66072.1, WIO67001.1
OG0001985			WIO66145.1, WIO66149.1
OG0001986			WIO66195.1, WIO66198.1
OG0001987			WIO66224.1, WIO66761.1
OG0001988			WIO66252.1, WIO66263.1
OG0001989			WIO66350.1, WIO67299.1
OG0001990			WIO66447.1, WIO66822.1
OG0001991			WIO66493.1, WIO66494.1
OG0001992			WIO66521.1, WIO66684.1
OG0001993			WIO66522.1, WIO66685.1
OG0001994			WIO66567.1, WIO66818.1
OG0001995			WIO66779.1, WIO66782.1
OG0001996			WIO66865.1, WIO67244.1
OG0001997			WIO66887.1, WIO67370.1
OG0001998			WIO66995.1, WIO66996.1
OG0001999			WIO67019.1, WIO67023.1
OG0002000			WIO67039.1, WIO67040.1
OG0002001			WIO67289.1, WIO67290.1
OG0002002			WIO67308.1, WIO67369.1
OG0002003			WIO67324.1, WIO67325.1
OG0002004			WIO67403.1, WIO67425.1
